UID,nickname,날짜,누적공적,누적점수,일일공적
372401.0,더브리,2025-02-08,11388.0,0.0,0
372401.0,더브리,2025-02-09,12563.0,9958.0,180.0
372401.0,더브리,2025-02-10,13770.0,20238.0,180.0
372401.0,더브리,2025-02-11,15064.0,31400.0,180.0
372401.0,더브리,2025-02-12,16342.0,42395.0,180.0
372401.0,더브리,2025-02-13,17603.0,53225.0,180.0
372401.0,더브리,2025-02-14,18932.0,64730.0,180.0
372401.0,더브리,2025-02-15,20206,75682,180
410091.0,시스,2025-02-08,11609.0,0.0,0
410091.0,시스,2025-02-09,12711.0,9234.0,180.0
410091.0,시스,2025-02-10,13826.0,18579.0,180.0
410091.0,시스,2025-02-11,14940.0,27956.0,180.0
410091.0,시스,2025-02-12,16038.0,37162.0,180.0
410091.0,시스,2025-02-13,17151.0,46505.0,180.0
410091.0,시스,2025-02-14,18349.0,56698.0,180.0
410091.0,시스,2025-02-15,19487,66279,180
502910.0,이유식실장기원,2025-02-08,6654.0,0.0,0
502910.0,이유식실장기원,2025-02-09,7645.0,8130.0,180.0
502910.0,이유식실장기원,2025-02-10,8642.0,16310.0,180.0
502910.0,이유식실장기원,2025-02-11,9717.0,25277.0,180.0
502910.0,이유식실장기원,2025-02-12,10695.0,33268.0,180.0
502910.0,이유식실장기원,2025-02-13,11638.0,40910.0,180.0
502910.0,이유식실장기원,2025-02-14,12710.0,49846.0,180.0
502910.0,이유식실장기원,2025-02-15,13751,58464,180
13733.0,Syrup,2025-02-08,11414.0,0.0,0
13733.0,Syrup,2025-02-09,12437.0,8446.0,180.0
13733.0,Syrup,2025-02-10,13467.0,16953.0,180.0
13733.0,Syrup,2025-02-11,14534.0,25843.0,180.0
13733.0,Syrup,2025-02-12,15628.0,35002.0,180.0
13733.0,Syrup,2025-02-13,16675.0,43685.0,180.0
13733.0,Syrup,2025-02-14,17845.0,53595.0,180.0
13733.0,Syrup,2025-02-15,18934,62704,180
31979.0,verpivia,2025-02-08,11019.0,0.0,0
31979.0,verpivia,2025-02-09,11990.0,7924.0,180.0
31979.0,verpivia,2025-02-10,12972.0,15969.0,180.0
31979.0,verpivia,2025-02-11,14015.0,24609.0,180.0
31979.0,verpivia,2025-02-12,15093.0,33602.0,180.0
31979.0,verpivia,2025-02-13,16206.0,42950.0,180.0
31979.0,verpivia,2025-02-14,17353.0,52632.0,180.0
31979.0,verpivia,2025-02-15,18453,61842,180
34885.0,Bigfish,2025-02-08,9448.0,0.0,0
34885.0,Bigfish,2025-02-09,10224.0,6275.0,150.0
34885.0,Bigfish,2025-02-10,11006.0,12597.0,150.0
34885.0,Bigfish,2025-02-11,11799.0,19036.0,150.0
34885.0,Bigfish,2025-02-12,12589.0,25440.0,150.0
34885.0,Bigfish,2025-02-13,13379.0,31849.0,150.0
34885.0,Bigfish,2025-02-14,14177.0,38337.0,150.0
34885.0,Bigfish,2025-02-15,14988,44956,150
283659.0,리아,2025-02-08,6325.0,0.0,0
283659.0,리아,2025-02-09,6947.0,4733.0,150.0
283659.0,리아,2025-02-10,7588.0,9652.0,150.0
283659.0,리아,2025-02-11,8488.0,16869.0,180.0
283659.0,리아,2025-02-12,9325.0,23460.0,180.0
283659.0,리아,2025-02-13,9985.0,28567.0,150.0
283659.0,리아,2025-02-14,10633.0,33556.0,150.0
283659.0,리아,2025-02-15,11288,38616,150
762070.0,냐옹아울어바,2025-02-08,10107.0,0.0,0
762070.0,냐옹아울어바,2025-02-09,10991.0,7057.0,180.0
762070.0,냐옹아울어바,2025-02-10,12010.0,15461.0,180.0
762070.0,냐옹아울어바,2025-02-11,12989.0,23459.0,180.0
762070.0,냐옹아울어바,2025-02-12,13991.0,31692.0,180.0
762070.0,냐옹아울어바,2025-02-13,14968.0,39682.0,180.0
762070.0,냐옹아울어바,2025-02-14,15949.0,47707.0,180.0
762070.0,냐옹아울어바,2025-02-15,16674,53461,150
576867.0,붉은황새,2025-02-08,900.0,0.0,0
576867.0,붉은황새,2025-02-09,1618.0,5695.0,150.0
576867.0,붉은황새,2025-02-10,2342.0,11446.0,150.0
576867.0,붉은황새,2025-02-11,3079.0,17329.0,150.0
576867.0,붉은황새,2025-02-12,3789.0,22938.0,150.0
576867.0,붉은황새,2025-02-13,4561.0,29167.0,150.0
576867.0,붉은황새,2025-02-14,5339.0,35454.0,150.0
576867.0,붉은황새,2025-02-15,6059,41164,150
1861815.0,프리렌,2025-02-08,450.0,0.0,0
1861815.0,프리렌,2025-02-09,1412.0,7831.0,180.0
1861815.0,프리렌,2025-02-10,2427.0,16196.0,180.0
1861815.0,프리렌,2025-02-11,3562.0,25758.0,180.0
1861815.0,프리렌,2025-02-12,4612.0,34468.0,180.0
1861815.0,프리렌,2025-02-13,5669.0,43245.0,180.0
1861815.0,프리렌,2025-02-14,6789.0,52666.0,180.0
1861815.0,프리렌,2025-02-15,7835,61340,180
3155311.0,Ryngvi,2025-02-08,7352.0,0.0,0
3155311.0,Ryngvi,2025-02-09,8412.0,8811.0,180.0
3155311.0,Ryngvi,2025-02-10,9485.0,17764.0,180.0
3155311.0,Ryngvi,2025-02-11,10571.0,26841.0,180.0
3155311.0,Ryngvi,2025-02-12,11654.0,35887.0,180.0
3155311.0,Ryngvi,2025-02-13,12865.0,46213.0,180.0
3155311.0,Ryngvi,2025-02-14,14094.0,56718.0,180.0
3155311.0,Ryngvi,2025-02-15,15307,67059,180
1256692.0,LSUTIGERS,2025-02-08,8253.0,0.0,0
1256692.0,LSUTIGERS,2025-02-09,9079.0,6474.0,180.0
1256692.0,LSUTIGERS,2025-02-10,9923.0,13133.0,180.0
1256692.0,LSUTIGERS,2025-02-11,10863.0,20747.0,180.0
1256692.0,LSUTIGERS,2025-02-12,11757.0,27899.0,180.0
1256692.0,LSUTIGERS,2025-02-13,12636.0,34900.0,180.0
1256692.0,LSUTIGERS,2025-02-14,13628.0,43043.0,180.0
1256692.0,LSUTIGERS,2025-02-15,14506,50439,140
94359.0,0노엘0,2025-02-08,8768.0,0.0,0
94359.0,0노엘0,2025-02-09,9729.0,7832.0,180.0
94359.0,0노엘0,2025-02-10,10750.0,16258.0,180.0
94359.0,0노엘0,2025-02-11,11847.0,25436.0,180.0
94359.0,0노엘0,2025-02-12,12601.0,31483.0,150.0
94359.0,0노엘0,2025-02-13,13651.0,40196.0,180.0
94359.0,0노엘0,2025-02-14,14713.0,49028.0,180.0
94359.0,0노엘0,2025-02-15,15523,55639,150
2281763.0,부굥,2025-02-08,1080.0,0.0,0
2281763.0,부굥,2025-02-09,1962.0,7039.0,180.0
2281763.0,부굥,2025-02-10,2931.0,14945.0,180.0
2281763.0,부굥,2025-02-11,3777.0,21617.0,180.0
2281763.0,부굥,2025-02-12,4748.0,29537.0,180.0
2281763.0,부굥,2025-02-13,5693.0,37201.0,180.0
2281763.0,부굥,2025-02-14,6704.0,45528.0,180.0
2281763.0,부굥,2025-02-15,7654,53236,180
2777044.0,노네임,2025-02-08,7170.0,0.0,0
2777044.0,노네임,2025-02-09,7809.0,4894.0,150.0
2777044.0,노네임,2025-02-10,8477.0,10082.0,150.0
2777044.0,노네임,2025-02-11,9178.0,15597.0,150.0
2777044.0,노네임,2025-02-12,9857.0,20893.0,150.0
2777044.0,노네임,2025-02-13,10456.0,25392.0,150.0
2777044.0,노네임,2025-02-14,11147.0,30804.0,150.0
2777044.0,노네임,2025-02-15,11820,36044,150
11504.0,베오바흐터,2025-02-08,7350.0,0.0,0
11504.0,베오바흐터,2025-02-09,7970.0,4706.0,150.0
11504.0,베오바흐터,2025-02-10,8610.0,9620.0,150.0
11504.0,베오바흐터,2025-02-11,9270.0,14731.0,150.0
11504.0,베오바흐터,2025-02-12,9939.0,19926.0,150.0
11504.0,베오바흐터,2025-02-13,10623.0,25274.0,150.0
11504.0,베오바흐터,2025-02-14,11394.0,31491.0,150.0
11504.0,베오바흐터,2025-02-15,12073,36788,150
10495.0,아리아,2025-02-08,0.0,0.0,0
10495.0,아리아,2025-02-09,552.0,4029.0,150.0
10495.0,아리아,2025-02-10,1185.0,8865.0,150.0
10495.0,아리아,2025-02-11,1826.0,13783.0,150.0
10495.0,아리아,2025-02-12,2495.0,18976.0,150.0
10495.0,아리아,2025-02-13,3355.0,25794.0,180.0
10495.0,아리아,2025-02-14,4057.0,31321.0,150.0
10495.0,아리아,2025-02-15,4736,36621,150
1320552.0,지휘관(와쟝),2025-02-08,9407.0,0.0,0
1320552.0,지휘관(와쟝),2025-02-09,10051.0,4651.0,180.0
1320552.0,지휘관(와쟝),2025-02-10,10141.0,4651.0,90.0
1320552.0,지휘관(와쟝),2025-02-11,10784.0,9294.0,180.0
1320552.0,지휘관(와쟝),2025-02-12,11466.0,14321.0,180.0
1320552.0,지휘관(와쟝),2025-02-13,12140.0,19270.0,180.0
1320552.0,지휘관(와쟝),2025-02-14,12826.0,24337.0,180.0
1320552.0,지휘관(와쟝),2025-02-15,13525,29537,180
285247.0,야임,2025-02-08,6747.0,0.0,0
285247.0,야임,2025-02-09,7668.0,7425.0,180.0
285247.0,야임,2025-02-10,8620.0,15150.0,180.0
285247.0,야임,2025-02-11,9603.0,23196.0,180.0
285247.0,야임,2025-02-12,10588.0,31267.0,180.0
285247.0,야임,2025-02-13,11537.0,38977.0,180.0
285247.0,야임,2025-02-14,12567.0,47483.0,180.0
285247.0,야임,2025-02-15,13556,55589,180
2047525.0,국정원장,2025-02-08,10888.0,0.0,0
2047525.0,국정원장,2025-02-09,11811.0,7443.0,180.0
2047525.0,국정원장,2025-02-10,12802.0,15571.0,180.0
2047525.0,국정원장,2025-02-11,13800.0,23766.0,180.0
2047525.0,국정원장,2025-02-12,14671.0,30699.0,180.0
2047525.0,국정원장,2025-02-13,15560.0,37804.0,180.0
2047525.0,국정원장,2025-02-14,16478.0,45202.0,180.0
2047525.0,국정원장,2025-02-15,17347,52103,180
1581287.0,네부,2025-02-08,10567.0,0.0,0
1581287.0,네부,2025-02-09,11564.0,8191.0,180.0
1581287.0,네부,2025-02-10,12617.0,16935.0,180.0
1581287.0,네부,2025-02-11,13733.0,26312.0,180.0
1581287.0,네부,2025-02-12,14694.0,34127.0,180.0
1581287.0,네부,2025-02-13,15775.0,43150.0,180.0
1581287.0,네부,2025-02-14,16936.0,52975.0,180.0
1581287.0,네부,2025-02-15,18049,62320,180
426187.0,지휘관(빨댕이),2025-02-08,7350.0,0.0,0
426187.0,지휘관(빨댕이),2025-02-09,8071.0,5425.0,180.0
426187.0,지휘관(빨댕이),2025-02-10,8866.0,11593.0,180.0
426187.0,지휘관(빨댕이),2025-02-11,9743.0,18575.0,180.0
426187.0,지휘관(빨댕이),2025-02-12,10326.0,22909.0,150.0
426187.0,지휘관(빨댕이),2025-02-13,10918.0,27338.0,150.0
426187.0,지휘관(빨댕이),2025-02-14,11594.0,32608.0,150.0
426187.0,지휘관(빨댕이),2025-02-15,12209,37268,150
11840.0,나,2025-02-08,7507.0,0.0,0
11840.0,나,2025-02-09,8093.0,4390.0,150.0
11840.0,나,2025-02-10,8704.0,9012.0,150.0
11840.0,나,2025-02-11,9334.0,13821.0,150.0
11840.0,나,2025-02-12,9907.0,18062.0,150.0
11840.0,나,2025-02-13,10447.0,21977.0,150.0
11840.0,나,2025-02-14,11149.0,27514.0,150.0
11840.0,나,2025-02-15,11766,32185,150
41958.0,파아란,2025-02-08,0.0,0.0,0
41958.0,파아란,2025-02-09,587.0,4383.0,150.0
41958.0,파아란,2025-02-10,1187.0,8896.0,150.0
41958.0,파아란,2025-02-11,1829.0,13823.0,150.0
41958.0,파아란,2025-02-12,2487.0,18914.0,150.0
41958.0,파아란,2025-02-13,3146.0,24021.0,150.0
41958.0,파아란,2025-02-14,3751.0,28572.0,150.0
41958.0,파아란,2025-02-15,4419,33759,150
1241905.0,직원A,2025-02-08,4920.0,0.0,0
1241905.0,직원A,2025-02-09,5916.0,8171.0,180.0
1241905.0,직원A,2025-02-10,6852.0,15747.0,180.0
1241905.0,직원A,2025-02-11,7873.0,24167.0,180.0
1241905.0,직원A,2025-02-12,8850.0,32151.0,180.0
1241905.0,직원A,2025-02-13,9907.0,40944.0,180.0
1241905.0,직원A,2025-02-14,10894.0,49034.0,180.0
1241905.0,직원A,2025-02-15,11930,57607,180
278406.0,델타,2025-02-08,7350.0,0.0,0
278406.0,델타,2025-02-09,7921.0,4221.0,150.0
278406.0,델타,2025-02-10,8539.0,8917.0,150.0
278406.0,델타,2025-02-11,9160.0,13637.0,150.0
278406.0,델타,2025-02-12,9761.0,18157.0,150.0
278406.0,델타,2025-02-13,10380.0,22853.0,150.0
278406.0,델타,2025-02-14,11044.0,28002.0,150.0
278406.0,델타,2025-02-15,11671,32779,150
17812.0,Ailless,2025-02-08,6360.0,0.0,0
17812.0,Ailless,2025-02-09,6917.0,3778.0,180.0
17812.0,Ailless,2025-02-10,7703.0,9854.0,180.0
17812.0,Ailless,2025-02-11,8637.0,17412.0,180.0
17812.0,Ailless,2025-02-12,9489.0,24149.0,180.0
17812.0,Ailless,2025-02-13,10408.0,31555.0,180.0
17812.0,Ailless,2025-02-14,11338.0,39069.0,180.0
17812.0,Ailless,2025-02-15,12294,46843,180
105215.0,달려,2025-02-08,8693.0,0.0,0
105215.0,달려,2025-02-09,9665.0,7922.0,180.0
105215.0,달려,2025-02-10,10643.0,15922.0,180.0
105215.0,달려,2025-02-11,11354.0,21543.0,150.0
105215.0,달려,2025-02-12,12034.0,26850.0,150.0
105215.0,달려,2025-02-13,12684.0,31860.0,150.0
105215.0,달려,2025-02-14,13553.0,39061.0,150.0
105215.0,달려,2025-02-15,14268,44714,150
1192758.0,CHECHE,2025-02-08,8180.0,0.0,0
1192758.0,CHECHE,2025-02-09,8770.0,4111.0,180.0
1192758.0,CHECHE,2025-02-10,9414.0,8796.0,180.0
1192758.0,CHECHE,2025-02-11,10085.0,13700.0,180.0
1192758.0,CHECHE,2025-02-12,10724.0,18303.0,180.0
1192758.0,CHECHE,2025-02-13,11382.0,23103.0,180.0
1192758.0,CHECHE,2025-02-14,12091.0,28410.0,180.0
1192758.0,CHECHE,2025-02-15,12750,33209,180
630222.0,지히간,2025-02-08,5440.0,0.0,0
630222.0,지히간,2025-02-09,6370.0,7510.0,180.0
630222.0,지히간,2025-02-10,7079.0,13104.0,150.0
630222.0,지히간,2025-02-11,8150.0,22024.0,180.0
630222.0,지히간,2025-02-12,8920.0,28238.0,150.0
630222.0,지히간,2025-02-13,9711.0,34657.0,150.0
630222.0,지히간,2025-02-14,10496.0,41012.0,150.0
630222.0,지히간,2025-02-15,11288,47434,150
176619.0,Blue37,2025-02-08,7460.0,0.0,0
176619.0,Blue37,2025-02-09,7940.0,3310.0,150.0
176619.0,Blue37,2025-02-10,8428.0,6694.0,150.0
176619.0,Blue37,2025-02-11,8954.0,10457.0,150.0
176619.0,Blue37,2025-02-12,9475.0,14172.0,150.0
176619.0,Blue37,2025-02-13,10019.0,18125.0,150.0
176619.0,Blue37,2025-02-14,10809.0,24242.0,180.0
176619.0,Blue37,2025-02-15,11338,28040,150
12857.0,지휘관(수오미),2025-02-08,7366.0,0.0,0
12857.0,지휘관(수오미),2025-02-09,8130.0,6150.0,150.0
12857.0,지휘관(수오미),2025-02-10,8898.0,12338.0,150.0
12857.0,지휘관(수오미),2025-02-11,9652.0,18385.0,150.0
12857.0,지휘관(수오미),2025-02-12,10444.0,24816.0,150.0
12857.0,지휘관(수오미),2025-02-13,11232.0,31198.0,150.0
12857.0,지휘관(수오미),2025-02-14,12004.0,37426.0,150.0
12857.0,지휘관(수오미),2025-02-15,12788,43780,150
481782.0,그릴롤,2025-02-08,630.0,0.0,0
481782.0,그릴롤,2025-02-09,1373.0,5946.0,150.0
481782.0,그릴롤,2025-02-10,2103.0,11750.0,150.0
481782.0,그릴롤,2025-02-11,2858.0,17800.0,150.0
481782.0,그릴롤,2025-02-12,3592.0,23651.0,150.0
481782.0,그릴롤,2025-02-13,4287.0,29105.0,150.0
481782.0,그릴롤,2025-02-14,5019.0,34932.0,150.0
481782.0,그릴롤,2025-02-15,5727,40520,150
208728.0,운요,2025-02-08,540.0,0.0,0
208728.0,운요,2025-02-09,1355.0,6659.0,150.0
208728.0,운요,2025-02-10,2184.0,13458.0,150.0
208728.0,운요,2025-02-11,3019.0,20321.0,150.0
208728.0,운요,2025-02-12,3863.0,27270.0,150.0
208728.0,운요,2025-02-13,4671.0,33854.0,150.0
208728.0,운요,2025-02-14,5543.0,41086.0,150.0
208728.0,운요,2025-02-15,6382,47975,150
372401.0,더브리,2025-03-01,21466.0,0.0,0
372401.0,더브리,2025-03-02,22706,10611,180
372401.0,더브리,2025-03-03,23890.0,20668.0,180.0
372401.0,더브리,2025-03-04,25138.0,31361.0,180.0
372401.0,더브리,2025-03-05,26274.0,40930.0,180.0
372401.0,더브리,2025-03-06,27537.0,51774.0,180.0
372401.0,더브리,2025-03-07,28811,62738,180
372401.0,더브리,2025-03-08,30038.0,73223.0,180.0
410091.0,시스,2025-03-01,20745.0,0.0,0
410091.0,시스,2025-03-02,21861,9379,180
410091.0,시스,2025-03-03,22983.0,18822.0,180.0
410091.0,시스,2025-03-04,24164.0,28840.0,180.0
410091.0,시스,2025-03-05,25279.0,38210.0,180.0
410091.0,시스,2025-03-06,26490.0,48533.0,180.0
410091.0,시스,2025-03-07,27694,58792,180
410091.0,시스,2025-03-08,28878.0,68846.0,180.0
502910.0,이유식실장기원,2025-03-01,15011.0,0.0,0
502910.0,이유식실장기원,2025-03-02,16032,8426,180
502910.0,이유식실장기원,2025-03-03,17052.0,16846.0,180.0
502910.0,이유식실장기원,2025-03-04,18067.0,25206.0,180.0
502910.0,이유식실장기원,2025-03-05,19104.0,33782.0,180.0
502910.0,이유식실장기원,2025-03-06,20155.0,42500.0,180.0
502910.0,이유식실장기원,2025-03-07,21226,51429,180
502910.0,이유식실장기원,2025-03-08,22303.0,60411.0,180.0
13733.0,Syrup,2025-03-01,20194.0,0.0,0
13733.0,Syrup,2025-03-02,21272,8997,180
13733.0,Syrup,2025-03-03,22315.0,17637.0,180.0
13733.0,Syrup,2025-03-04,23482.0,27521.0,180.0
13733.0,Syrup,2025-03-05,24580.0,36719.0,180.0
13733.0,Syrup,2025-03-06,25756.0,46699.0,180.0
13733.0,Syrup,2025-03-07,26914,56495,180
13733.0,Syrup,2025-03-08,28071.0,66282.0,180.0
31979.0,verpivia,2025-03-01,19713.0,0.0,0
31979.0,verpivia,2025-03-02,20754,8622,180
31979.0,verpivia,2025-03-03,21839.0,17688.0,180.0
31979.0,verpivia,2025-03-04,22917.0,26686.0,180.0
31979.0,verpivia,2025-03-05,24008.0,35807.0,180.0
31979.0,verpivia,2025-03-06,25143.0,45366.0,180.0
31979.0,verpivia,2025-03-07,26290,55051,180
31979.0,verpivia,2025-03-08,27396.0,64322.0,180.0
34885.0,Bigfish,2025-03-01,16248.0,0.0,0
34885.0,Bigfish,2025-03-02,17296,8681,180
34885.0,Bigfish,2025-03-03,18319.0,17130.0,180.0
34885.0,Bigfish,2025-03-04,19360.0,25750.0,180.0
34885.0,Bigfish,2025-03-05,20388.0,34242.0,180.0
34885.0,Bigfish,2025-03-06,21446.0,43031.0,180.0
34885.0,Bigfish,2025-03-07,22518,51966,180
34885.0,Bigfish,2025-03-08,23550.0,60505.0,180.0
283659.0,리아,2025-03-01,12458.0,0.0,0
283659.0,리아,2025-03-02,13317,6801,180
283659.0,리아,2025-03-03,14173.0,13576.0,180.0
283659.0,리아,2025-03-04,15004.0,20102.0,180.0
283659.0,리아,2025-03-05,15785.0,26124.0,180.0
283659.0,리아,2025-03-06,16628.0,32765.0,180.0
283659.0,리아,2025-03-07,17474,39437,180
283659.0,리아,2025-03-08,18398.0,46890.0,180.0
762070.0,냐옹아울어바,2025-03-01,17934.0,0.0,0
762070.0,냐옹아울어바,2025-03-02,18906,8337,140
762070.0,냐옹아울어바,2025-03-03,19901.0,16499.0,180.0
762070.0,냐옹아울어바,2025-03-04,20909.0,24785.0,180.0
762070.0,냐옹아울어바,2025-03-05,21873.0,32637.0,180.0
762070.0,냐옹아울어바,2025-03-06,22876.0,40875.0,180.0
762070.0,냐옹아울어바,2025-03-07,23922,49555,180
762070.0,냐옹아울어바,2025-03-08,24938.0,57926.0,180.0
576867.0,붉은황새,2025-03-01,7319.0,0.0,0
576867.0,붉은황새,2025-03-02,8219,7207,180
576867.0,붉은황새,2025-03-03,9099.0,14219.0,180.0
576867.0,붉은황새,2025-03-04,10040.0,21846.0,180.0
576867.0,붉은황새,2025-03-05,10930.0,28954.0,180.0
576867.0,붉은황새,2025-03-06,11872.0,36575.0,180.0
576867.0,붉은황새,2025-03-07,12832,44381,180
576867.0,붉은황새,2025-03-08,13742.0,51701.0,180.0
1861815.0,프리렌,2025-03-01,9095.0,0.0,0
1861815.0,프리렌,2025-03-02,10199,9244,180
1861815.0,프리렌,2025-03-03,11274.0,18216.0,180.0
1861815.0,프리렌,2025-03-04,12358.0,27268.0,180.0
1861815.0,프리렌,2025-03-05,13468.0,36587.0,180.0
1861815.0,프리렌,2025-03-06,14614.0,46258.0,180.0
1861815.0,프리렌,2025-03-07,15781,56139,180
1861815.0,프리렌,2025-03-08,16932.0,65866.0,180.0
3155311.0,Ryngvi,2025-03-01,16567.0,0.0,0
3155311.0,Ryngvi,2025-03-02,17649,9035,180
3155311.0,Ryngvi,2025-03-03,18777.0,18522.0,180.0
3155311.0,Ryngvi,2025-03-04,19975.0,28709.0,180.0
3155311.0,Ryngvi,2025-03-05,21129.0,38465.0,180.0
3155311.0,Ryngvi,2025-03-06,22333.0,48722.0,180.0
3155311.0,Ryngvi,2025-03-07,23536,58957,180
3155311.0,Ryngvi,2025-03-08,24741.0,69215.0,180.0
1256692.0,LSUTIGERS,2025-03-01,15726.0,0.0,0
1256692.0,LSUTIGERS,2025-03-02,16643,7378,180
1256692.0,LSUTIGERS,2025-03-03,17577.0,14942.0,180.0
1256692.0,LSUTIGERS,2025-03-04,18562.0,23003.0,180.0
1256692.0,LSUTIGERS,2025-03-05,19503.0,30630.0,180.0
1256692.0,LSUTIGERS,2025-03-06,20496.0,38772.0,180.0
1256692.0,LSUTIGERS,2025-03-07,21474,46767,180
1256692.0,LSUTIGERS,2025-03-08,22437.0,54610.0,180.0
94359.0,0노엘0,2025-03-01,16783.0,0.0,0
94359.0,0노엘0,2025-03-02,17781,8194,180
94359.0,0노엘0,2025-03-03,18776.0,16361.0,180.0
94359.0,0노엘0,2025-03-04,19838.0,25203.0,180.0
94359.0,0노엘0,2025-03-05,20622.0,31549.0,150.0
94359.0,0노엘0,2025-03-06,21668.0,40216.0,180.0
94359.0,0노엘0,2025-03-07,22746,49210,180
94359.0,0노엘0,2025-03-08,23773.0,57685.0,180.0
2281763.0,부굥,2025-03-01,8914.0,0.0,0
2281763.0,부굥,2025-03-02,9793,7006,180
2281763.0,부굥,2025-03-03,10746.0,14751.0,180.0
2281763.0,부굥,2025-03-04,11737.0,22866.0,180.0
2281763.0,부굥,2025-03-05,12663.0,30340.0,180.0
2281763.0,부굥,2025-03-06,13677.0,38687.0,180.0
2281763.0,부굥,2025-03-07,14674,46869,180
2281763.0,부굥,2025-03-08,15662.0,54965.0,180.0
2777044.0,노네임,2025-03-01,13080.0,0.0,0
2777044.0,노네임,2025-03-02,14012,7534,180
2777044.0,노네임,2025-03-03,14903.0,14649.0,180.0
2777044.0,노네임,2025-03-04,15848.0,22303.0,180.0
2777044.0,노네임,2025-03-05,16742.0,29452.0,180.0
2777044.0,노네임,2025-03-06,17728.0,37524.0,180.0
2777044.0,노네임,2025-03-07,18729,45744,180
2777044.0,노네임,2025-03-08,19683.0,53490.0,180.0
11504.0,베오바흐터,2025-03-01,13333.0,0.0,0
11504.0,베오바흐터,2025-03-02,14075,5631,180
11504.0,베오바흐터,2025-03-03,14826.0,11351.0,180.0
11504.0,베오바흐터,2025-03-04,15612.0,17429.0,180.0
11504.0,베오바흐터,2025-03-05,16383.0,23347.0,180.0
11504.0,베오바흐터,2025-03-06,17169.0,29417.0,180.0
11504.0,베오바흐터,2025-03-07,18041,36344,180
11504.0,베오바흐터,2025-03-08,18867.0,42816.0,180.0
10495.0,아리아,2025-03-01,5996.0,0.0,0
10495.0,아리아,2025-03-02,6791,6163,180
10495.0,아리아,2025-03-03,7749.0,13962.0,180.0
10495.0,아리아,2025-03-04,8693.0,21621.0,180.0
10495.0,아리아,2025-03-05,9652.0,29424.0,180.0
10495.0,아리아,2025-03-06,10657.0,37680.0,180.0
10495.0,아리아,2025-03-07,11669,46005,180
10495.0,아리아,2025-03-08,12644.0,53958.0,180.0
1914746.0,붕어빵,2025-03-01,1080.0,0.0,0
1914746.0,붕어빵,2025-03-02,2068,8097,180
1914746.0,붕어빵,2025-03-03,3160.0,17231.0,180.0
1914746.0,붕어빵,2025-03-04,4298.0,26824.0,180.0
1914746.0,붕어빵,2025-03-05,5442.0,36484.0,180.0
1914746.0,붕어빵,2025-03-06,6635.0,46633.0,180.0
1914746.0,붕어빵,2025-03-07,7844,56935,180
1914746.0,붕어빵,2025-03-08,8997.0,66679.0,180.0
285247.0,야임,2025-03-01,14816.0,0.0,0
285247.0,야임,2025-03-02,15723,7286,180
285247.0,야임,2025-03-03,16595.0,14222.0,180.0
285247.0,야임,2025-03-04,17580.0,22285.0,180.0
285247.0,야임,2025-03-05,18506.0,29756.0,180.0
285247.0,야임,2025-03-06,19488.0,37786.0,180.0
285247.0,야임,2025-03-07,20492,46032,180
285247.0,야임,2025-03-08,21438.0,53706.0,180.0
2047525.0,국정원장,2025-03-01,18607.0,0.0,0
2047525.0,국정원장,2025-03-02,19595,8095,180
2047525.0,국정원장,2025-03-03,20571.0,16073.0,180.0
2047525.0,국정원장,2025-03-04,21640.0,24983.0,180.0
2047525.0,국정원장,2025-03-05,22628.0,33076.0,180.0
2047525.0,국정원장,2025-03-06,23679.0,41800.0,180.0
2047525.0,국정원장,2025-03-07,24783,51061,180
2047525.0,국정원장,2025-03-08,25810.0,59551.0,180.0
1581287.0,네부,2025-03-01,19309.0,0.0,0
1581287.0,네부,2025-03-02,20357,8696,180
1581287.0,네부,2025-03-03,21466.0,17994.0,180.0
1581287.0,네부,2025-03-04,22592.0,27458.0,180.0
1581287.0,네부,2025-03-05,23697.0,36712.0,180.0
1581287.0,네부,2025-03-06,24829.0,46249.0,180.0
1581287.0,네부,2025-03-07,25997,56147,180
1581287.0,네부,2025-03-08,27141.0,65802.0,180.0
426187.0,지휘관(빨댕이),2025-03-01,13469.0,0.0,0
426187.0,지휘관(빨댕이),2025-03-02,14253,6049,180
426187.0,지휘관(빨댕이),2025-03-03,15016.0,11887.0,180.0
426187.0,지휘관(빨댕이),2025-03-04,15881.0,18746.0,180.0
426187.0,지휘관(빨댕이),2025-03-05,16700.0,25154.0,180.0
426187.0,지휘관(빨댕이),2025-03-06,17506.0,31427.0,180.0
426187.0,지휘관(빨댕이),2025-03-07,18358,38158,180
426187.0,지휘관(빨댕이),2025-03-08,19197.0,44764.0,180.0
11840.0,나,2025-03-01,13026.0,0.0,0
11840.0,나,2025-03-02,13848,6433,180
11840.0,나,2025-03-03,14643.0,12593.0,180.0
11840.0,나,2025-03-04,15460.0,18974.0,180.0
11840.0,나,2025-03-05,16247.0,25061.0,180.0
11840.0,나,2025-03-06,17069.0,31495.0,180.0
11840.0,나,2025-03-07,17939,38410,180
11840.0,나,2025-03-08,18784.0,45077.0,180.0
41958.0,파아란,2025-03-01,5679.0,0.0,0
41958.0,파아란,2025-03-02,6593,7352,180
41958.0,파아란,2025-03-03,7471.0,14349.0,180.0
